product,indication_key,indication_label,geography,measure_type,value_low,value_point,value_high,unit,estimate_year,as_of_date,verbatim,source_doc,source_url,status,notes
Abecma,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,gatekeeper_eligible,,10580,,"patients per year initiating treatment (eligible for BCMA CAR-T, both products combined)",2021,2021-05-11,"We assumed that 20% of these patients would initiate treatment in each of the five years, or approximately 10,580 patients eligible for CAR-T therapy and 4,900 eligible for belantamab each year.","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"ICER derivation: 'It is estimated that 140,000 Americans are living with MM' x 70% refractory to CD38 antibodies = 98,000; 54% triple/quad-refractory = 52,900; 20% initiate per year = 10,580. Population is 'at a minimum triple-class refractory' heavily pre-treated MM, matching the 2021/2022 US labels (4+ prior lines). Identical row recorded under both Abecma and Carvykti."
Abecma,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,gatekeeper_eligible,,5290,,"patients per year allocated to this CAR-T (ICER split of the 10,580 eligible population in half)",2021,2021-05-11,"Because the CAR-T therapies will be launched (if cilta-cel is approved) within a short period of each other, the eligible population of approximately 10,580 triple or quad-refractory patients per year was split in half between the two interventions (approximately 5,290 per year per CAR-T therapy).","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"Modelling allocation, not an epidemiological count; use 10,580 as the class-level eligible population."
Abecma,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,prevalent_eligible,,52900,,prevalent US patients classified as triple- or quad-refractory (2021),2021,2021-05-11,"Therefore, we estimated approximately 98,000 MM patients are refractory to CD38-targeting antibodies, with approximately 52,900 classified as triple or quad-refractory and 24,500 classified as at least penta-refractory in the US.","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"Stock (prevalent pool), not an annual flow; ICER converts it to a flow by assuming 20% initiate treatment each year."
Abecma,MM_5L,patients reaching a 5th line of therapy (proxy for 'after 4 or more prior lines'),US,annual_incident_eligible,2880,,7920,patients per year (incident cohort reaching 5th line),2026,2020-11-10,Only 8% of total non-transplant patients and 22% of total transplant patients received a fifth LOT.,"Fonseca R et al., Frontline treatment patterns and attrition rates by subsequent lines of therapy in patients with newly diagnosed multiple myeloma, BMC Cancer 2020;20:1087 (PMC7656738); incidence from SEER Cancer Stat Facts: Myeloma (36,000 new cases 2026)",https://pmc.ncbi.nlm.nih.gov/articles/PMC7656738/,derived,"36,000 x 0.08 = 2,880 (all non-transplant) to 36,000 x 0.22 = 7,920 (all transplant); true mix lies between. Attrition data from US claims/EHR databases 2000s-2010s, before modern quadruplets; not restricted to triple-class refractory."
Abecma,MM_4L,"r/r MM after at least 3 prior therapies incl. IMiD, PI and anti-CD38, progression on last therapy (EU 2021/2022 labels)",UK,annual_incident_eligible,,980,,patients per year reaching a 4th or later line,2022,2016-07,almost all patients diagnosed with symptomatic MM who were treated by haematologists received at least one line of active treatment (95%) whereas only 15% received a fourth or further line,"Yong K et al., Multiple myeloma: patient outcomes in real-world practice, Br J Haematol 2016;175:252-264 (PMC5096152); incidence from Cancer Research UK (6,532 new myeloma cases per year, 2019, 2021-2022)",https://pmc.ncbi.nlm.nih.gov/articles/PMC5096152/,derived,"6,532 x 0.15 = 980. Share from a 2014 retrospective chart review in Belgium, France, Germany, Italy, Spain, Switzerland and UK (4,997 charts), not UK-specific. No NICE figure exists because the Abecma (TA936, TA1084) and Carvykti (TA889) appraisals were terminated."
Carvykti,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,gatekeeper_eligible,,10580,,"patients per year initiating treatment (eligible for BCMA CAR-T, both products combined)",2021,2021-05-11,"We assumed that 20% of these patients would initiate treatment in each of the five years, or approximately 10,580 patients eligible for CAR-T therapy and 4,900 eligible for belantamab each year.","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"ICER derivation: 'It is estimated that 140,000 Americans are living with MM' x 70% refractory to CD38 antibodies = 98,000; 54% triple/quad-refractory = 52,900; 20% initiate per year = 10,580. Population is 'at a minimum triple-class refractory' heavily pre-treated MM, matching the 2021/2022 US labels (4+ prior lines). Identical row recorded under both Abecma and Carvykti."
Carvykti,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,gatekeeper_eligible,,5290,,"patients per year allocated to this CAR-T (ICER split of the 10,580 eligible population in half)",2021,2021-05-11,"Because the CAR-T therapies will be launched (if cilta-cel is approved) within a short period of each other, the eligible population of approximately 10,580 triple or quad-refractory patients per year was split in half between the two interventions (approximately 5,290 per year per CAR-T therapy).","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"Modelling allocation, not an epidemiological count; use 10,580 as the class-level eligible population."
Carvykti,MM_5L,r/r MM after 4 or more prior lines (triple-class exposed/refractory); US 2021 Abecma and 2022 Carvykti labels,US,prevalent_eligible,,52900,,prevalent US patients classified as triple- or quad-refractory (2021),2021,2021-05-11,"Therefore, we estimated approximately 98,000 MM patients are refractory to CD38-targeting antibodies, with approximately 52,900 classified as triple or quad-refractory and 24,500 classified as at least penta-refractory in the US.","ICER, Anti B-Cell Maturation Antigen CAR T-cell and Antibody Drug Conjugate Therapy for Heavily Pre-Treated Relapsed and Refractory Multiple Myeloma, Final Report, 11 May 2021 (updated 9 July 2021), potential budget impact section",https://icer.org/wp-content/uploads/2020/10/ICER_Multiple-Myeloma_Final-Report_Update_09102021.pdf,verified-from-source,"Stock (prevalent pool), not an annual flow; ICER converts it to a flow by assuming 20% initiate treatment each year."
Carvykti,MM_5L,patients reaching a 5th line of therapy (proxy for 'after 4 or more prior lines'),US,annual_incident_eligible,2880,,7920,patients per year (incident cohort reaching 5th line),2026,2020-11-10,Only 8% of total non-transplant patients and 22% of total transplant patients received a fifth LOT.,"Fonseca R et al., Frontline treatment patterns and attrition rates by subsequent lines of therapy in patients with newly diagnosed multiple myeloma, BMC Cancer 2020;20:1087 (PMC7656738); incidence from SEER Cancer Stat Facts: Myeloma (36,000 new cases 2026)",https://pmc.ncbi.nlm.nih.gov/articles/PMC7656738/,derived,"36,000 x 0.08 = 2,880 (all non-transplant) to 36,000 x 0.22 = 7,920 (all transplant); true mix lies between. Attrition data from US claims/EHR databases 2000s-2010s, before modern quadruplets; not restricted to triple-class refractory."
Carvykti,MM_4L,"r/r MM after at least 3 prior therapies incl. IMiD, PI and anti-CD38, progression on last therapy (EU 2021/2022 labels)",UK,annual_incident_eligible,,980,,patients per year reaching a 4th or later line,2022,2016-07,almost all patients diagnosed with symptomatic MM who were treated by haematologists received at least one line of active treatment (95%) whereas only 15% received a fourth or further line,"Yong K et al., Multiple myeloma: patient outcomes in real-world practice, Br J Haematol 2016;175:252-264 (PMC5096152); incidence from Cancer Research UK (6,532 new myeloma cases per year, 2019, 2021-2022)",https://pmc.ncbi.nlm.nih.gov/articles/PMC5096152/,derived,"6,532 x 0.15 = 980. Share from a 2014 retrospective chart review in Belgium, France, Germany, Italy, Spain, Switzerland and UK (4,997 charts), not UK-specific. No NICE figure exists because the Abecma (TA936, TA1084) and Carvykti (TA889) appraisals were terminated."
