product,record_type,as_of_date,region,value,unit,verbatim,source_doc,source_url,status,notes
Papzimeos,list_price,2025-08-14,US,,USD per course (WAC),"","Precigen 10-Q for the quarter ended 2025-09-30 (2025-11-13)",https://www.sec.gov/Archives/edgar/data/1356090/000135609025000034/pgen-20250930.htm,gap,"Not stated in any Precigen release read (Q3 2025, FY2025, Q1 2026, Q2 2026, 2025-09-03 financing release) or in the visible part of the Q3 2025 10-Q; drugs.com blocked; WebSearch quota exhausted. No figure recorded - obtain from CMS ASP (J3404, effective 2026-04-01) or Precigen investor materials."
Papzimeos,patients_cumulative,2025-11-13,US,100,patients registered in Patient Hub (cumulative),"To date, over 100 patients have been registered in the PAPZIMEOS Patient Hub","Precigen 8-K Ex-99.1, Third Quarter 2025 Financial Results and Business Updates (2025-11-13)",https://www.sec.gov/Archives/edgar/data/1356090/000095010325014683/dp237316_ex9901.htm,verified-from-source,"Floor. Hub registration precedes benefits verification and dosing; not a treated count."
Papzimeos,statement,2025-11-13,US,,launch / sites / coverage,"PAPZIMEOS launched with a broad label in the US ... full deployment of the sales team in September ... over 90% of target institutions engaged ... PAPZIMEOS is now available and shipping to prescribers in the US ... more than 100 million lives covered to date; PAPZIMEOS is now available through Medicare and Medicaid","Precigen 8-K Ex-99.1, Third Quarter 2025 Financial Results and Business Updates (2025-11-13)",https://www.sec.gov/Archives/edgar/data/1356090/000095010325014683/dp237316_ex9901.htm,verified-from-source,"Separate phrases from the release joined."
Papzimeos,statement,2025-09-03,US,,financing,"Precigen secured a $125 million credit facility from Pharmakon Advisors to support commercialization of PAPZIMEOS","Precigen 8-K Ex-99.1, Precigen Announces Up to $125 Million Non-Dilutive Financing (2025-09-03)",https://www.sec.gov/Archives/edgar/data/1356090/000110465925086669/tm2524946d1_ex99-1.htm,verified-from-source,"Paraphrase by the fetch summary; release contains no price, patient or shipment statements."
Papzimeos,patients_cumulative,2026-03-25,US,300,patients registered in Patient Hub (cumulative),"To date, PAPZIMEOS patient hub enrollment has surpassed 300 registered patients","Precigen 8-K Ex-99.1, Full Year 2025 Financial Results and Business Updates (2026-03-25)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326004648/dp244075_ex9901.htm,verified-from-source,"Floor."
Papzimeos,statement,2026-03-25,US,,sites / coverage,"100% of target medical institutions have been engaged ... PAPZIMEOS is now being prescribed nationwide across both major medical centers and community practices ... Patient access continues to expand, with private health plan coverage now estimated at approximately 215 million US lives ... Coverage now extends to approximately 90% of insured lives in the US ... PAPZIMEOS is also covered under Medicare and Medicaid","Precigen 8-K Ex-99.1, Full Year 2025 Financial Results and Business Updates (2026-03-25)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326004648/dp244075_ex9901.htm,verified-from-source,"Separate phrases joined. Number of prescribing sites never quantified."
Papzimeos,patients_cumulative,2026-05-13,US,400,patients registered in Patient Hub (cumulative),"Patient hub enrollment reached approximately 400 registered patients","Precigen 8-K Ex-99.1, First Quarter 2026 Financial Results and Business Updates (2026-05-13)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326007158/dp246650_ex9901.htm,verified-from-source,"Approximate. 'Notably, 25% of hub-enrolled patients are from the community setting'."
Papzimeos,statement,2026-05-13,US,,coding / coverage,"Effective April 1, 2026, the Centers for Medicare and Medicaid Services assigned a permanent J-code (J3404) to PAPZIMEOS, and early indicators suggest this is already streamlining site activations. ... accessible to an estimated 297 million US lives, or over 90% of insured lives in the US","Precigen 8-K Ex-99.1, First Quarter 2026 Financial Results and Business Updates (2026-05-13)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326007158/dp246650_ex9901.htm,verified-from-source,""
Papzimeos,patients_cumulative,2026-08-04,US,500,patients registered in Patient Hub (cumulative),"PAPZIMEOS patient hub enrollment reached well over 500 patients across major centers and community practices","Precigen 8-K Ex-99.1, Second Quarter 2026 Financial Results Highlighted by Accelerating PAPZIMEOS Revenue Growth (2026-08-04)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326011876/dp251262_ex9901.htm,verified-from-source,"Floor ('well over 500'). Best cumulative patient proxy as of 2026-09-04; treated-patient count never disclosed."
Papzimeos,statement,2026-08-04,US,,coverage / revenue recognition,"PAPZIMEOS has payer coverage across approximately 315 million US lives through private health plans, Medicare ... representing nearly 100% of insured lives nationwide. ... Upon FDA approval and the commencement of commercial sales, these costs are now capitalized as inventory and recognized in cost of product and services as product is sold.","Precigen 8-K Ex-99.1, Second Quarter 2026 Financial Results Highlighted by Accelerating PAPZIMEOS Revenue Growth (2026-08-04)",https://www.sec.gov/Archives/edgar/data/1356090/000095010326011876/dp251262_ex9901.htm,verified-from-source,"Revenue recognised 'as product is sold' (shipment to customer), not on administration."
